ID	CONCEPT	GLOSS	COGIDS	DOCULECT	SOURCE_ORIGINAL	SOURCE_ORTHOGRAPHIC	TOKENS_SOURCE	TOKENS	COMMENT	SOURCE
157	SMOOTH	liso/a	660	AbasoloValleMixtec	ntii	ntii	ⁿd i ³ i ³	ⁿd i ³ i ³	NA	galindo-sanchez2009vocabulario
158	SLOW	despacio	662 1014	AbasoloValleMixtec	kue kueni ~ kueni kueni	kue-ni	kʷ e ³ + n i ³	kʷ e ³ + n i ³	NA	galindo-sanchez2009vocabulario
159	YESTERDAY	ayer	878	AbasoloValleMixtec	kúni	kúni	k u ⁵ n i ³	k u ⁵ n i ³	NA	galindo-sanchez2009vocabulario
160	YEAR	año	872	AbasoloValleMixtec	kuia	kuia	kʷ i ³ a ³	kʷ i ³ a ³	NA	galindo-sanchez2009vocabulario
161	NOW OR TODAY	ahora, hoy	501	AbasoloValleMixtec	vichi	vichi	β i ³ tʃ i ³	β i ³ tʃ i ³	NA	galindo-sanchez2009vocabulario
162	NIGHT	noche	475 480	AbasoloValleMixtec	tsikua	tsi-kua	ts i ³ + kʷ a ³	ts i ³ + kʷ a ³	NA	galindo-sanchez2009vocabulario
163	DAY (24 HOURS)	día	163	AbasoloValleMixtec	kii	kii	k i ³ i ³	k i ³ i ³	NA	galindo-sanchez2009vocabulario
164	DAY (NOT NIGHT)	de día	1	AbasoloValleMixtec	ntuu	ntuu	ⁿd u ³ u ³	ⁿd u ³ u ³	irregular, expeced ⁿduβi	galindo-sanchez2009vocabulario
165	HALF	mitad	314	AbasoloValleMixtec	sava	sava	s a ³ β a ³	s a ³ β a ³	NA	galindo-sanchez2009vocabulario
166	MONEY	dinero	428	AbasoloValleMixtec	xu'un	xu'un	ʃ u ³ ʔ ũ ³	ʃ u ³ ʔ ũ ³	NA	galindo-sanchez2009vocabulario
167	WORKING OR WORK	trabajo	870	AbasoloValleMixtec	chuun	chuun	tʃ u ³ ũ ³	tʃ u ³ ũ ³	irregular, expected tʃiɲu	galindo-sanchez2009vocabulario
168	WORD	palabra	863	AbasoloValleMixtec	tu'un	tu'un	t u ³ ʔ ũ ³	t u ³ ʔ ũ ³	NA	galindo-sanchez2009vocabulario
169	DREAM	sueño	176	AbasoloValleMixtec	mà'na	mà'na	m a ¹ ʔ n a ³	m a ¹ ʔ n a ³	NA	galindo-sanchez2009vocabulario
170	MUSIC	canción, música	457	AbasoloValleMixtec	yáá	yáá	ʒ a ⁵ a ⁵	ʒ a ⁵ a ⁵	NA	galindo-sanchez2009vocabulario
171	TORTILLA BASKET	tenate	19	AbasoloValleMixtec	nto'ó	nto'ó	ⁿd o ³ ʔ o ⁵	ⁿd o ³ ʔ o ⁵	NA	galindo-sanchez2009vocabulario
172	MOTHER	madre	433	AlacatlatzalaMixtec	si'í	si'í	s i ³ ʔ i ⁵	s i ³ ʔ i ⁵	NA	zylstra2012gramatica
173	MOTHER VOCATIVE	mamá!	432	AlacatlatzalaMixtec	nana	nana	n a ³ n a ³	n a ³ n a ³	NA	zylstra2012gramatica
174	FATHER	padre	221	AlacatlatzalaMixtec	yivá	yivá	j i ³ β a ⁵	j i ³ β a ⁵	irregular tones, expected 3.1	zylstra2012gramatica
175	FATHER VOCATIVE	papá!	220	AlacatlatzalaMixtec	tata	tata	t a ³ t a ³	t a ³ t a ³	NA	zylstra2012gramatica
176	CHILD (DESCENDANT)	hijo, hija	103	AlacatlatzalaMixtec	sa̠'ya	sa̠'ya	s a ¹ ʔ j a ³	s a ¹ ʔ j a ³	NA	zylstra2012gramatica
177	BROTHER (OF MAN)	hermano de hombre	84	AlacatlatzalaMixtec	ñani	ñani	ɲ a ³ n i ³	ɲ a ³ n i ³	NA	zylstra2012gramatica
178	SISTER (OF WOMAN)	hermana de mujer	651	AlacatlatzalaMixtec	ki̠'vi̠	ki̠'vi̠	k i ¹ ʔ β i ¹	k i ¹ ʔ β i ¹	NA	zylstra2012gramatica
179	MAN	hombre	414	AlacatlatzalaMixtec	ta̠a	ta̠a	t a ¹ a ³	t a ¹ a ³	NA	zylstra2012gramatica
180	WOMAN	mujer	858	AlacatlatzalaMixtec	ña'a̠n	ña'a̠n	ɲ a ³ ʔ ã ¹	ɲ a ³ ʔ ã ¹	NA	zylstra2012gramatica
181	PRIEST	sacerdote	568	AlacatlatzalaMixtec	su̠tu̠	su̠tu̠	s u ¹ t u ¹	s u ¹ t u ¹	NA	zylstra2012gramatica
182	BONE	hueso	456	AlacatlatzalaMixtec	leke	leke	l e ³ k e ³	l e ³ k e ³	NA	zylstra2012gramatica
183	FACE	cara	210	AlacatlatzalaMixtec	no̠o̠	no̠o̠	n o ¹ o ¹	n o ¹ o ¹	NA	zylstra2012gramatica
184	TOOTH	diente	785	AlacatlatzalaMixtec	no'o̠n	no'o̠n	n o ³ ʔ õ ¹	n o ³ ʔ õ ¹	irregular tones, expected 1.3	zylstra2012gramatica
185	EAR	oreja	194	AlacatlatzalaMixtec	so̠'o	so̠'o	s o ¹ ʔ o ³	s o ¹ ʔ o ³	NA	zylstra2012gramatica
186	BACK	espalda	11	AlacatlatzalaMixtec	sa̠ta̠	sa̠ta̠	s a ¹ t a ¹	s a ¹ t a ¹	NA	zylstra2012gramatica
187	BELLY OR STOMACH	barriga	36	AlacatlatzalaMixtec	ti̠xin	ti̠xin	t i ¹ ʃ ĩ ³	t i ¹ ʃ ĩ ³	irregular, tʃiʃĩ	zylstra2012gramatica
188	FOOT	pie	258	AlacatlatzalaMixtec	xa̠'a̠	xa̠'a̠	ʃ a ¹ ʔ a ¹	ʃ a ¹ ʔ a ¹	NA	zylstra2012gramatica
189	CLOTHES	tela, ropa	4 67	AlacatlatzalaMixtec	tiko̠to̠	ti-ko̠to̠	t i ³ + k o ¹ t o ¹	t i ³ + k o ¹ t o ¹	NA	zylstra2012gramatica
190	TROUSERS	pantalón	802	AlacatlatzalaMixtec	xati	xati	ʃ a ³ t i ³	ʃ a ³ t i ³	NA	zylstra2012gramatica
191	ANIMAL	animal	2	AlacatlatzalaMixtec	kiti̠	kiti̠	k i ³ t i ¹	k i ³ t i ¹	NA	zylstra2012gramatica
192	FROG	rana	263	AlacatlatzalaMixtec	sa'va̠	sa'va̠	s a ³ ʔ β a ¹	s a ³ ʔ β a ¹	NA	zylstra2012gramatica
193	HAWK	gavilán	193	AlacatlatzalaMixtec	sí'ñá	sí'ñá	s i ⁵ ʔ ɲ a ⁵	s i ⁵ ʔ ɲ a ⁵	NA	anderson2006vocabulario
194	SCORPION	alacrán	9 635	AlacatlatzalaMixtec	tísi̠'ma	tí-si̠'ma	t i ⁵ + s i ¹ ʔ m a ³	t i ⁵ + s i ¹ ʔ m a ³	NA	zylstra2012gramatica
195	BEE	abeja	9 29	AlacatlatzalaMixtec	tí-ñóño̠	tí-ñóño̠	t i ⁵ + ɲ o ⁵ ɲ o ³	t i ⁵ + ɲ o ⁵ ɲ o ³	NA	zylstra2012gramatica
196	DEER	venado	164	AlacatlatzalaMixtec	yusu	yusu	j u ³ s u ³	j u ³ s u ³	NA	zylstra2012gramatica
197	SKUNK	zorrillo	9 655	AlacatlatzalaMixtec	ti̠'ín	t-i̠'ín	t + i ¹ ʔ ĩ ⁵	t + i ¹ ʔ ĩ ⁵	NA	zylstra2012gramatica
198	RACCOON	mapache	539 544	AlacatlatzalaMixtec	yii mató'on	yii-mató'on	j i ³ i ³ + m a ³ t o ⁵ ʔ õ ³	j i ³ i ³ + m a ³ t o ⁵ ʔ õ ³	NA	anderson2006vocabulario
199	VULTURE	zopilote	9 321 46	AlacatlatzalaMixtec	tio̠ko chée	tio̠ko-chée	tʲ + o ¹ k o ³ + tʃ e ⁵ e ³	tʲ + o ¹ k o ³ + tʃ e ⁵ e ³	NA	zylstra2012gramatica
200	ROOSTER	gallo	99 46	AlacatlatzalaMixtec	nduxú chée	nduxú-chée	ⁿd u ³ ʃ u ⁵ + tʃ e ⁵ e ³	ⁿd u ³ ʃ u ⁵ + tʃ e ⁵ e ³	NA	zylstra2012gramatica
202	WING	ala	853	AlacatlatzalaMixtec	ndixi̠n	ndixi̠n	ⁿd i ³ ʃ ĩ ¹	ⁿd i ³ ʃ ĩ ¹	irregular tones, expected 1.1	anderson2006vocabulario
203	TREE	árbol	799	AlacatlatzalaMixtec	yito̠n	yito̠n	j i ³ t õ ¹	j i ³ t õ ¹	NA	zylstra2012gramatica
204	GRASS	zacate, pasto	320 140	AlacatlatzalaMixtec	ndáyo'o	ndá-yo'o	ⁿd a ⁵ + j o ³ ʔ o ³	ⁿd a ⁵ + j o ³ ʔ o ³	NA	anderson2006vocabulario
205	CORN FIELD	milpa	145	AlacatlatzalaMixtec	yutu	yutu	j u ³ t u ³	j u ³ t u ³	NA	zylstra2012gramatica
206	EAR OF CORN (FRESH)	elote	199	AlacatlatzalaMixtec	ndisi̠	ndisi̠	ⁿd i ³ s i ¹	ⁿd i ³ s i ¹	NA	anderson2006vocabulario
207	TORTILLA	tortilla	789	AlacatlatzalaMixtec	si̠ta̠	si̠ta̠	s i ¹ t a ¹	s i ¹ t a ¹	NA	zylstra2012gramatica
208	GREEN BEAN	ejote	308	AlacatlatzalaMixtec	ndi̠chi	ndi̠chi	ⁿd i ¹ tʃ i ³	ⁿd i ¹ tʃ i ³	NA	anderson2006vocabulario
209	CHILI PEPPER	chile	107	AlacatlatzalaMixtec	ya'a̠	ya'a̠	j a ³ ʔ a ¹	j a ³ ʔ a ¹	NA	zylstra2012gramatica
210	SALT	sal	624	AlacatlatzalaMixtec	ñi̠i̠	ñi̠i̠	ɲ i ¹ i ¹	ɲ i ¹ i ¹	NA	zylstra2012gramatica
211	CHAYOTE	chayote	96	AlacatlatzalaMixtec	naña̠	naña̠	n a ³ ɲ a ¹	n a ³ ɲ a ¹	NA	anderson2006vocabulario
212	TOMATO	jitomate	9 775	AlacatlatzalaMixtec	tinana	ti-nana	t i ³ + n a ³ n a ³	t i ³ + n a ³ n a ³	NA	anderson2006vocabulario
213	SWEET POTATO	camote	738	AlacatlatzalaMixtec	ñá'mi	ñá'mi	ɲ a ⁵ ʔ m i ³	ɲ a ⁵ ʔ m i ³	irregular tones, expected 3.3	anderson2006vocabulario
214	BANANA	plátano	14	AlacatlatzalaMixtec	chita̠	chita̠	tʃ i ³ t a ¹	tʃ i ³ t a ¹	NA	zylstra2012gramatica
215	PRICKLY PEAR CACTUS	nopal	564	AlacatlatzalaMixtec	vi̠'nda̠	vi̠'nda̠	β i ¹ ʔ ⁿd a ¹	β i ¹ ʔ ⁿd a ¹	NA	anderson2006vocabulario
216	MAMEY	mamey	411	AlacatlatzalaMixtec	ndika̠	ndika̠	ⁿd i ³ k a ¹	ⁿd i ³ k a ¹	NA	anderson2006vocabulario
217	MEAT	carne	418	AlacatlatzalaMixtec	ko̠ñu	ko̠ñu	k o ¹ ɲ u ³	k o ¹ ɲ u ³	NA	zylstra2012gramatica
218	SMOKE (EXHAUST)	humo	682	AlacatlatzalaMixtec	ñi̠'ma̠	ñi̠'ma̠	ɲ i ¹ ʔ m a ¹	ɲ i ¹ ʔ m a ¹	NA	zylstra2012gramatica
219	GOURD BOWL	jícara	291	AlacatlatzalaMixtec	yaxi̠n	yaxi̠n	j a ³ ʃ ĩ ¹	j a ³ ʃ ĩ ¹	NA	zylstra2012gramatica
220	ROPE	mecate	619	AlacatlatzalaMixtec	yo'o̠	yo'o̠	j o ³ ʔ o ¹	j o ³ ʔ o ¹	NA	zylstra2012gramatica
221	SOAP	jabón	690	AlacatlatzalaMixtec	nama̠	nama̠	n a ³ m a ¹	n a ³ m a ¹	irregular tones, expected 1.1	zylstra2012gramatica
222	MOON	luna	430	AlacatlatzalaMixtec	yo̠o̠	yo̠o̠	j o ¹ o ¹	j o ¹ o ¹	NA	zylstra2012gramatica
223	LIGHTNING	rayo	388	AlacatlatzalaMixtec	taxa	taxa	t a ³ ʃ a ³	t a ³ ʃ a ³	NA	zylstra2012gramatica
224	PLAIN	llanura, llano	535	AlacatlatzalaMixtec	yoso̠	yoso̠	j o ³ s o ¹	j o ³ s o ¹	NA	anderson2006vocabulario
225	LIME (MATERIAL)	cal	399	AlacatlatzalaMixtec	kaka	kaka	k a ³ k a ³	k a ³ k a ³	NA	anderson2006vocabulario
226	BEESWAX	cera	33	AlacatlatzalaMixtec	ñima	ñima	ɲ i ³ m a ³	ɲ i ³ m a ³	irregular tones, expected 1.1	zylstra2012gramatica
227	DUST	polvo	185	AlacatlatzalaMixtec	ya̠a̠	ya̠a̠	j a ¹ a ¹	j a ¹ a ¹	NA	anderson2006vocabulario
228	YELLOW	amarillo	876	AlacatlatzalaMixtec	kuáán	kuáán	kʷ ã ⁵ ã ⁵	kʷ ã ⁵ ã ⁵	NA	zylstra2012gramatica
229	WHITE	blanco	843	AlacatlatzalaMixtec	yaa	yaa	j a ³ a ³	j a ³ a ³	NA	zylstra2012gramatica
230	ONE	uno	507	AlacatlatzalaMixtec	ñii	ñii	ɲ i ³ i ³	ɲ i ³ i ³	NA	zylstra2012gramatica
231	THREE	tres	771	AlacatlatzalaMixtec	u̠ni̠	u̠ni̠	u ¹ n i ¹	u ¹ n i ¹	irregular, expected oni	zylstra2012gramatica
232	FOUR	cuatro	260	AlacatlatzalaMixtec	ko̠mi̠	ko̠mi̠	k o ¹ m i ¹	k o ¹ m i ¹	NA	zylstra2012gramatica
233	SIX	seis	652	AlacatlatzalaMixtec	i̠ño̠	i̠ño̠	i ¹ ɲ o ¹	i ¹ ɲ o ¹	NA	zylstra2012gramatica
234	SEVEN	siete	638	AlacatlatzalaMixtec	u̠xa̠	u̠xa̠	u ¹ ʃ a ¹	u ¹ ʃ a ¹	NA	zylstra2012gramatica
235	EIGHT	ocho	207	AlacatlatzalaMixtec	o̠na̠	o̠na̠	o ¹ n a ¹	o ¹ n a ¹	NA	zylstra2012gramatica
236	HOT	caliente	357	AlacatlatzalaMixtec	ñi'ní	ñi'ní	ɲ i ³ ʔ n i ⁵	ɲ i ³ ʔ n i ⁵	NA	zylstra2012gramatica
237	BIG (PLURAL)	grande.PL	42	AlacatlatzalaMixtec	ná'no	ná'no	n a ⁵ ʔ n o ³	n a ⁵ ʔ n o ³	NA	zylstra2012gramatica
238	SMALL (PLURAL)	pequeño.PL	669	AlacatlatzalaMixtec	kuálí	kuálí	kʷ a ⁵ l i ⁵	kʷ a ⁵ l i ⁵	NA	zylstra2012gramatica
239	GOOD	bueno/a	286	AlacatlatzalaMixtec	va̠'a	va̠'a	β a ¹ ʔ a ³	β a ¹ ʔ a ³	NA	zylstra2012gramatica
240	BITTER	amargo	51	AlacatlatzalaMixtec	yo̠va̠	yo̠va̠	j o ¹ β a ¹	j o ¹ β a ¹	NA	anderson2006vocabulario
241	FAR	lejos	212	AlacatlatzalaMixtec	xíká	xíká	ʃ i ⁵ k a ⁵	ʃ i ⁵ k a ⁵	NA	zylstra2012gramatica
242	SLOW	despacio	662	AlacatlatzalaMixtec	kueé	kueé	kʷ e ³ e ⁵	kʷ e ³ e ⁵	NA	zylstra2012gramatica
243	YEAR	año	872	AlacatlatzalaMixtec	kui̠ya̠	kui̠ya̠	kʷ i ¹ j a ¹	kʷ i ¹ j a ¹	NA	zylstra2012gramatica
244	NOW OR TODAY	ahora, hoy	501	AlacatlatzalaMixtec	vitin	vitin	β i ³ t ĩ ³	β i ³ t ĩ ³	NA	zylstra2012gramatica
245	DAY (NOT NIGHT)	de día	1	AlacatlatzalaMixtec	ndiví	ndiví	ⁿd i ³ β i ⁵	ⁿd i ³ β i ⁵	NA	zylstra2012gramatica
246	WORKING OR WORK	trabajo	870	AlacatlatzalaMixtec	chiño	chiño	tʃ i ³ ɲ o ³	tʃ i ³ ɲ o ³	NA	zylstra2012gramatica
247	BLAME	culpa	61	AlacatlatzalaMixtec	kua̠chi	kua̠chi	kʷ a ¹ tʃ i ³	kʷ a ¹ tʃ i ³	NA	zylstra2012gramatica
248	WHEN	cuándo	840	AlacatlatzalaMixtec	ama	ama	a ³ m a ³	a ³ m a ³	NA	zylstra2012gramatica
255	OWNER	dueño, señor	485 512	AlacatlatzalaMixtec	shi-tóhó	shi-tóhó	ʃ i ³ + t o ⁵ ʔ o ⁵	ʃ i ³ + t o ⁵ ʔ o ⁵	NA	zylstra1991syntactic
256	BONE	hueso	74	AlacatlatzalaMixtec	yīki	yīki	j i ³ k i ¹	j i ³ k i ¹	NA	zylstra1991syntactic
272	HORN (ANATOMY)	cuerno	350	AlacatlatzalaMixtec	ndiki	ndiki	ⁿd i ³ k i ³	ⁿd i ³ k i ³	irregular tones, expected 3.1	zylstra1991syntactic
279	TOMATO	jitomate	9 775	AlacatlatzalaMixtec	ti-nānā	ti-nānā	t i ¹ + n a ³ n a ³	t i ¹ + n a ³ n a ³	NA	zylstra1991syntactic
287	PLAIN	llanura, llano	535	AlacatlatzalaMixtec	ndōsō	ndōsō	ⁿd o ³ s o ³	ⁿd o ³ s o ³	irregular tones, expected 3.1	zylstra1991syntactic
305	WORKING OR WORK	trabajo	870	SanEstebanAtatlahucaMixtec	jniñu	jniñu	n̥ i ³ ɲ u ³	n̥ i ³ ɲ u ³	NA	alexander1980gramatica
306	WORD	palabra	863	SanEstebanAtatlahucaMixtec	jnūhun	jnūhun	n̥ u ¹ ʔ ũ ³	n̥ u ¹ ʔ ũ ³	NA	alexander1980gramatica
307	WHEN	cuándo	839	SanEstebanAtatlahucaMixtec	na	na	n a ³	n a ³	NA	alexander1980gramatica
308	SONG	canción, música	457	SanEstebanAtatlahucaMixtec	yaa	yaa	ʒ a ³ a ³	ʒ a ³ a ³	NA	alexander1980gramatica
310	OWNER	dueño, señor	485 512	SanEstebanAtatlahucaMixtec	xi-toʔo	xi-toʔo	x i + t o ʔ o	x i + t o ʔ o	NA	josserand1983mixtec
312	INTESTINES	tripas	367	SanEstebanAtatlahucaMixtec	žɨtɨ	žɨtɨ	ʒ ɨ t ɨ	ʒ ɨ t ɨ	irregular, expected xɨtɨ	josserand1983mixtec
313	SWELLING	hinchazón	742	SanEstebanAtatlahucaMixtec	kʷɨ̧ñɨ̧	kʷɨ̧ñɨ̧	kʷ ɨ̃ ɲ ɨ̃	kʷ ɨ ɲ ɨ	irregular, expected kʷiɲũ	josserand1983mixtec
317	HAWK	gavilán	193	SanEstebanAtatlahucaMixtec	ši̧ʔña̧	ši̧ʔña̧	ʃ ĩ ʔ ɲ ã	ʃ ĩ ʔ ɲ a	NA	josserand1983mixtec
323	CORN DOUGH	masa	142	SanEstebanAtatlahucaMixtec	ñu̧xȩ	ñu̧xȩ	ɲ ũ x ẽ	ɲ u x ẽ	NA	josserand1983mixtec
325	HONEY	miel	344	SanEstebanAtatlahucaMixtec	ⁿdūši	ⁿdūši	ⁿd u ¹ ʃ i ³	ⁿd u ¹ ʃ i ³	NA	josserand1983mixtec
328	BOX OR CHEST	caja	79	SanEstebanAtatlahucaMixtec	yeNnu̧	yeNnu̧	j e n̥n ũ	j e t ũ	irregular, expected xennu	josserand1983mixtec
333	BEESWAX	cera	33	SanEstebanAtatlahucaMixtec	ñu̧ma̧	ñu̧ma̧	ɲ ũ m ã	ɲ u m a	NA	josserand1983mixtec
345	SALTY	salado	628	SanEstebanAtatlahucaMixtec	uʔvā	uʔvā	u ³ ʔ β a ¹	u ³ ʔ β a ¹	NA	josserand1983mixtec
346	LAZY	flojo/a, perezoso/a	379	SanEstebanAtatlahucaMixtec	kúxí	kúxí	k u ⁵ x i ⁵	k u ⁵ x i ⁵	NA	josserand1983mixtec
348	SMOOTH	liso/a	660	SanEstebanAtatlahucaMixtec	lɨ́ʔvɨ́	lɨ́ʔvɨ́	l ɨ ⁵ ʔ β ɨ ⁵	l ɨ ⁵ ʔ β ɨ ⁵	NA	josserand1983mixtec
349	NOW OR TODAY	ahora, hoy	506	SanEstebanAtatlahucaMixtec	žačī	žačī	ʒ a ³ tʃ i ¹	ʒ a ³ tʃ i ¹	NA	josserand1983mixtec
351	BLAME	culpa	61	SanEstebanAtatlahucaMixtec	kʷāči	kʷāči	kʷ a ¹ tʃ i ³	kʷ a ¹ tʃ i ³	NA	josserand1983mixtec
354	TOOTH	diente	785	SanEstebanAtatlahucaMixtec	Nù̧ʔū̧	Nù̧ʔū̧	n̥ ũ ¹ ʔ ũ ³	n̥ ũ ¹ ʔ ũ ³	NA	durr1987preliminary
366	GRIDDLE	comal	310	SanEstebanAtatlahucaMixtec	xīžò	xīžò	x i ³ ʒ o ¹	x i ³ ʒ o ¹	NA	durr1987preliminary
368	SOAP	jabón	690	SanEstebanAtatlahucaMixtec	nāmà	nāmà	n a ³ m a ¹	n a ³ m a ¹	NA	durr1987preliminary
372	COLD	frio	129	SanEstebanAtatlahucaMixtec	mìxī̧	mìxī̧	m i ¹ x ĩ ³	m i ¹ x ĩ ³	NA	durr1987preliminary
423	SWELLING	hinchazón	742	AlcozaucaGuerreroMixtec	kʷi³ɲu³	kʷi³ɲu³	kʷ i ³ ɲ ũ ³	kʷ i ³ ɲ u ³	NA	mendoza-ruiz2016fonologia
424	PIMPLE	grano (de piel)	529	AlcozaucaGuerreroMixtec	ndi¹Ɂi²	ndi¹Ɂi²	ⁿd i ¹ ʔ i ³	ⁿd i ¹ ʔ i ³	NA	swanton2021observaciones
426	PUS	pus	574	AlcozaucaGuerreroMixtec	lakʷa	lakʷa	l a kʷ a	l a kʷ a	NA	josserand1983mixtec
427	SANDAL	huarache	631	AlcozaucaGuerreroMixtec	ⁿdi¹ʃã³	ⁿdi¹ʃã³	ⁿd i ¹ ʃ ã ⁵	ⁿd i ¹ ʃ ã ⁵	NA	swanton2021observaciones
428	BLOUSE (WOVEN)	huipil	66	AlcozaucaGuerreroMixtec	ʃi¹kũ¹	ʃi¹kũ¹	ʃ i ¹ k ũ ¹	ʃ i ¹ k ũ ¹	NA	swanton2021observaciones
430	PATH	camino	523	AlcozaucaGuerreroMixtec	i²ʧi³	i²ʧi³	i ³ tʃ i ⁵	i ³ tʃ i ⁵	NA	swanton2021observaciones
431	MAT	petate	416	AlcozaucaGuerreroMixtec	i²wi³	i²wi³	i ³ β i ⁵	i ³ β i ⁵	NA	swanton2021observaciones
433	ANIMAL	animal	2	AlcozaucaGuerreroMixtec	ki²ti³	ki²ti³	k i ³ t i ⁵	k i ³ t i ⁵	NA	swanton2021observaciones
434	BIRD	pájaro	49	AlcozaucaGuerreroMixtec	sa³a²	sa³a²	s a ³ a ¹	s a ³ a ¹	NA	mendoza-ruiz2016fonologia
435	HAWK	gavilán	192	AlcozaucaGuerreroMixtec	tasu̧	tasu̧	t a s ũ	t a s ũ	NA	josserand1983mixtec
436	SCORPION	alacrán	9 635	AlcozaucaGuerreroMixtec	ti-so̧ʔma̧	ti-so̧ʔma̧	t i + s õ ʔ m ã	t i + s õ ʔ m a	NA	josserand1983mixtec
437	COCKROACH	cucaracha	9 59	AlcozaucaGuerreroMixtec	te-teʔe	te-teʔe	t e + t e ʔ e	t e + t e ʔ e	NA	josserand1983mixtec
438	RAT	ratón	444	AlcozaucaGuerreroMixtec	ti¹²ĩ³	ti¹²ĩ³	t i ¹³ ĩ ⁵	t i ¹³ ĩ ⁵	NA	swanton2021observaciones
439	SQUIRREL	ardilla	35 698	AlcozaucaGuerreroMixtec	ⁿdi³=kʷa⁴ɲu³	ⁿdi³-kʷa⁴ɲu³	ⁿd i ³ + kʷ a ⁵ ɲ u ³	ⁿd i ³ + kʷ a ⁵ ɲ u ³	NA	swanton2021observaciones
440	CAT	gato	91	AlcozaucaGuerreroMixtec	wilu	wilu	β i l u	β i l u	NA	josserand1983mixtec
442	TAIL	cola	748	AlcozaucaGuerreroMixtec	ⁿdo̧ʔa̧	ⁿdo̧ʔa̧	ⁿd õ ʔ ã	ⁿd õ ʔ ã	irregular, expected ⁿdoʔo	josserand1983mixtec
443	HERBACEOUS PLANT	hierba	332	AlcozaucaGuerreroMixtec	i¹ku¹	i¹ku¹	i ¹ k u ¹	i ¹ k u ¹	NA	swanton2021observaciones
445	GRASS	zacate, pasto	294	AlcozaucaGuerreroMixtec	i²ca¹	i²ca¹	i ³ c a ¹	i ³ c a ¹	NA	swanton2021observaciones
446	MAGUEY	maguey	409	AlcozaucaGuerreroMixtec	yawi	yawi	j a β i	j a β i	NA	josserand1983mixtec
447	CORN	maíz	141	AlcozaucaGuerreroMixtec	nu¹ni³	nu¹ni³	n u ¹ n i ⁵	n u ¹ n i ⁵	NA	swanton2021observaciones
448	CORN FIELD	milpa	145	AlcozaucaGuerreroMixtec	i³tu²	i³tu²	i ³ t u ¹	i ³ t u ¹	NA	mendoza-ruiz2016fonologia
449	CORN STALK	rastrojo	150	AlcozaucaGuerreroMixtec	ja¹wã³	ja¹wã³	ɲ a ¹ m a ³	ɲ a ¹ m a ³	irregular tones, expected 1.1	swanton2021observaciones
450	FURROW	surco	273	AlcozaucaGuerreroMixtec	tʃi¹tʃi²	tʃi¹tʃi²	tʃ i ¹ tʃ i ³	tʃ i ¹ tʃ i ³	NA	mendoza-ruiz2016fonologia
451	SQUASH	calabaza	570	AlcozaucaGuerreroMixtec	i³kĩ⁴	i³kĩ⁴	i ³ k ĩ ⁵	i ³ k ĩ ⁵	NA	mendoza-ruiz2016fonologia
452	FAT (FROM ANIMALS)	grasa, manteca	216	AlcozaucaGuerreroMixtec	ʃa¹²Ɂã¹	ʃa¹²Ɂã¹	ʃ a ¹³ ʔ ã ¹	ʃ a ¹³ ʔ ã ¹	NA	swanton2021observaciones
453	SWEET POTATO	camote	738	AlcozaucaGuerreroMixtec	ja²Ɂwĩ¹	ja²Ɂwĩ¹	j a ³ ʔ w ĩ ¹	ɲ a ³ ʔ m i ¹	NA	swanton2021observaciones
454	PRICKLY PEAR CACTUS	nopal	564	AlcozaucaGuerreroMixtec	βi¹ʔⁿɟa⁴	βi¹ʔⁿɟa⁴	β i ¹ ʔ ⁿɟ a ⁵	β i ¹ ʔ ⁿɟ a ⁵	NA	mendoza-ruiz2016fonologia
455	MEAT	carne	418	AlcozaucaGuerreroMixtec	ku¹²jũ¹	ku¹²jũ¹	k u ¹³ ɲ u ¹	k u ¹³ ɲ u ¹	NA	swanton2021observaciones
458	SMOKE (EXHAUST)	humo	682	AlcozaucaGuerreroMixtec	i¹Ɂwã¹	i¹Ɂwã¹	i ¹ ʔ m a ¹	i ¹ ʔ m a ¹	NA	swanton2021observaciones
459	GARBAGE	basura	279	AlcozaucaGuerreroMixtec	mi̧ʔi̧	mi̧ʔi̧	m ĩ ʔ ĩ	m i ʔ ĩ	NA	josserand1983mixtec
461	ROPE	mecate	619	AlcozaucaGuerreroMixtec	jo²Ɂo³	jo²Ɂo³	j o ³ ʔ o ⁵	j o ³ ʔ o ⁵	NA	swanton2021observaciones
462	WATER	agua	222 400	AlcozaucaGuerreroMixtec	ti¹kʷi²i³	ti¹-kʷi²i³	t i ¹ + kʷ i ² i ³	t i + kʷ i i	NA	mendoza-ruiz2016fonologia
463	RIVER	río	607	AlcozaucaGuerreroMixtec	i¹ca³	i¹ca³	i ¹ c a ³	i ¹ c a ³	NA	swanton2021observaciones
465	DEW	rocío	167	AlcozaucaGuerreroMixtec	ju⁴ju⁴	ju⁴ju⁴	j u ⁵ j u ⁵	j u ⁵ j u ⁵	NA	swanton2021observaciones
467	PLAIN	llanura, llano	535	AlcozaucaGuerreroMixtec	yoso	yoso	j o s o	j o s o	NA	josserand1983mixtec
469	COTTON	algodón	157	AlcozaucaGuerreroMixtec	ka¹ʧi³	ka¹ʧi³	k a ¹ tʃ i ⁵	k a ¹ tʃ i ⁵	NA	swanton2021observaciones
471	IRON	fierro, metal	369	AlcozaucaGuerreroMixtec	tu̧ni̧	tu̧ni̧	t ũ n ĩ	t u n i	NA	josserand1983mixtec
